site_spp_slug,site_slug,commonName,scientificName,spp_slug,spring,summer,fall,winter,season,aou,bnc
cradle-of-forestry-in-america-buteo-lineatus,cradle-of-forestry-in-america,Red-shouldered Hawk,Buteo lineatus,buteo-lineatus,2,2,2,2,2222,296,203
cradle-of-forestry-in-america-buteo-platypterus,cradle-of-forestry-in-america,Broad-winged Hawk,Buteo platypterus,buteo-platypterus,4,4,5,0,4450,298,204
cradle-of-forestry-in-america-antrostomus-vociferus,cradle-of-forestry-in-america,Eastern Whip-poor-will,Antrostomus vociferus,antrostomus-vociferus,2,3,0,0,2300,724,346
cradle-of-forestry-in-america-cardinalis-cardinalis,cradle-of-forestry-in-america,Northern Cardinal,Cardinalis cardinalis,cardinalis-cardinalis,5,5,5,4,5554,1755,488
cradle-of-forestry-in-america-spinus-tristis,cradle-of-forestry-in-america,American Goldfinch,Spinus tristis,spinus-tristis,5,5,5,5,5555,1868,551
cradle-of-forestry-in-america-haemorhous-mexicanus,cradle-of-forestry-in-america,House Finch,Haemorhous mexicanus,haemorhous-mexicanus,2,2,2,2,2222,10371,544
cradle-of-forestry-in-america-haemorhous-purpureus,cradle-of-forestry-in-america,Purple Finch,Haemorhous purpureus,haemorhous-purpureus,3,0,1,2,3012,10351,543
cradle-of-forestry-in-america-cathartes-aura,cradle-of-forestry-in-america,Turkey Vulture,Cathartes aura,cathartes-aura,5,5,5,5,5555,256,153
cradle-of-forestry-in-america-catharus-fuscescens,cradle-of-forestry-in-america,Veery,Catharus fuscescens,catharus-fuscescens,4,0,4,0,4040,1450,415
cradle-of-forestry-in-america-catharus-guttatus,cradle-of-forestry-in-america,Hermit Thrush,Catharus guttatus,catharus-guttatus,4,0,4,2,4042,1454,418
cradle-of-forestry-in-america-catharus-minimus,cradle-of-forestry-in-america,Gray-cheeked Thrush,Catharus minimus,catharus-minimus,3,0,2,0,3020,1451,416
cradle-of-forestry-in-america-catharus-ustulatus,cradle-of-forestry-in-america,Swainson's Thrush,Catharus ustulatus,catharus-ustulatus,4,0,4,0,4040,1453,417
cradle-of-forestry-in-america-certhia-americana,cradle-of-forestry-in-america,Brown Creeper,Certhia americana,certhia-americana,3,3,3,3,3333,1351,401
cradle-of-forestry-in-america-chaetura-pelagica,cradle-of-forestry-in-america,Chimney Swift,Chaetura pelagica,chaetura-pelagica,4,4,5,0,4450,741,347
cradle-of-forestry-in-america-chordeiles-minor,cradle-of-forestry-in-america,Common Nighthawk,Chordeiles minor,chordeiles-minor,2,2,4,0,2240,709,343
cradle-of-forestry-in-america-circus-cyaneus,cradle-of-forestry-in-america,Northern Harrier,Circus cyaneus,circus-cyaneus,2,0,2,0,2020,274,199
cradle-of-forestry-in-america-coccyzus-americanus,cradle-of-forestry-in-america,Yellow-billed Cuckoo,Coccyzus americanus,coccyzus-americanus,2,2,4,0,2240,644,330
cradle-of-forestry-in-america-colaptes-auratus,cradle-of-forestry-in-america,Northern Flicker,Colaptes auratus,colaptes-auratus,4,4,4,2,4442,979,361
cradle-of-forestry-in-america-colinus-virginianus,cradle-of-forestry-in-america,Northern Bobwhite,Colinus virginianus,colinus-virginianus,3,3,3,3,3333,122,216
cradle-of-forestry-in-america-contopus-virens,cradle-of-forestry-in-america,Eastern Wood-Pewee,Contopus virens,contopus-virens,4,4,4,0,4440,1132,365
cradle-of-forestry-in-america-coragyps-atratus,cradle-of-forestry-in-america,Black Vulture,Coragyps atratus,coragyps-atratus,3,3,3,0,3330,255,152
cradle-of-forestry-in-america-corvus-brachyrhynchos,cradle-of-forestry-in-america,American Crow,Corvus brachyrhynchos,corvus-brachyrhynchos,5,5,5,5,5555,1296,391
cradle-of-forestry-in-america-corvus-corax,cradle-of-forestry-in-america,Common Raven,Corvus corax,corvus-corax,4,4,4,4,4444,1307,393
cradle-of-forestry-in-america-cyanocitta-cristata,cradle-of-forestry-in-america,Blue Jay,Cyanocitta cristata,cyanocitta-cristata,5,5,5,5,5555,1270,390
cradle-of-forestry-in-america-setophaga-caerulescens,cradle-of-forestry-in-america,Black-throated Blue Warbler,Setophaga caerulescens,setophaga-caerulescens,4,4,5,0,4450,1549,454
cradle-of-forestry-in-america-setophaga-castanea,cradle-of-forestry-in-america,Bay-breasted Warbler,Setophaga castanea,setophaga-castanea,3,0,4,0,3040,1568,466
cradle-of-forestry-in-america-setophaga-coronata,cradle-of-forestry-in-america,Yellow-rumped Warbler,Setophaga coronata,setophaga-coronata,5,0,5,2,5052,1550,455
cradle-of-forestry-in-america-setophaga-discolor,cradle-of-forestry-in-america,Prairie Warbler,Setophaga discolor,setophaga-discolor,2,0,2,0,2020,1565,464
cradle-of-forestry-in-america-setophaga-dominica,cradle-of-forestry-in-america,Yellow-throated Warbler,Setophaga dominica,setophaga-dominica,2,2,2,0,2220,1557,461
cradle-of-forestry-in-america-setophaga-fusca,cradle-of-forestry-in-america,Blackburnian Warbler,Setophaga fusca,setophaga-fusca,2,2,4,0,2240,1556,460
cradle-of-forestry-in-america-setophaga-magnolia,cradle-of-forestry-in-america,Magnolia Warbler,Setophaga magnolia,setophaga-magnolia,2,0,5,0,2050,1547,452
cradle-of-forestry-in-america-setophaga-palmarum,cradle-of-forestry-in-america,Palm Warbler,Setophaga palmarum,setophaga-palmarum,2,0,4,0,2040,1567,465
cradle-of-forestry-in-america-setophaga-pensylvanica,cradle-of-forestry-in-america,Chestnut-sided Warbler,Setophaga pensylvanica,setophaga-pensylvanica,4,4,4,0,4440,1546,451
cradle-of-forestry-in-america-setophaga-petechia,cradle-of-forestry-in-america,Yellow Warbler,Setophaga petechia,setophaga-petechia,2,0,2,0,2020,1545,450
cradle-of-forestry-in-america-setophaga-pinus,cradle-of-forestry-in-america,Pine Warbler,Setophaga pinus,setophaga-pinus,3,0,2,0,3020,1563,462
cradle-of-forestry-in-america-setophaga-striata,cradle-of-forestry-in-america,Blackpoll Warbler,Setophaga striata,setophaga-striata,5,0,3,0,5030,1569,467
cradle-of-forestry-in-america-setophaga-tigrina,cradle-of-forestry-in-america,Cape May Warbler,Setophaga tigrina,setophaga-tigrina,4,0,5,0,4050,1548,453
cradle-of-forestry-in-america-setophaga-virens,cradle-of-forestry-in-america,Black-throated Green Warbler,Setophaga virens,setophaga-virens,4,4,5,0,4450,1553,458
cradle-of-forestry-in-america-dryocopus-pileatus,cradle-of-forestry-in-america,Pileated Woodpecker,Dryocopus pileatus,dryocopus-pileatus,2,2,2,2,2222,985,362
cradle-of-forestry-in-america-dumetella-carolinensis,cradle-of-forestry-in-america,Gray Catbird,Dumetella carolinensis,dumetella-carolinensis,5,5,5,0,5550,1485,422
cradle-of-forestry-in-america-empidonax-virescens,cradle-of-forestry-in-america,Acadian Flycatcher,Empidonax virescens,empidonax-virescens,2,2,2,0,2220,1139,367
cradle-of-forestry-in-america-euphagus-carolinus,cradle-of-forestry-in-america,Rusty Blackbird,Euphagus carolinus,euphagus-carolinus,3,0,3,0,3030,1784,533
cradle-of-forestry-in-america-falco-peregrinus,cradle-of-forestry-in-america,Peregrine Falcon,Falco peregrinus,falco-peregrinus,3,3,3,0,3330,331,211
cradle-of-forestry-in-america-falco-sparverius,cradle-of-forestry-in-america,American Kestrel,Falco sparverius,falco-sparverius,3,0,2,0,3020,323,209
cradle-of-forestry-in-america-geothlypis-trichas,cradle-of-forestry-in-america,Common Yellowthroat,Geothlypis trichas,geothlypis-trichas,5,5,5,0,5550,1587,480
cradle-of-forestry-in-america-haliaeetus-leucocephalus,cradle-of-forestry-in-america,Bald Eagle,Haliaeetus leucocephalus,haliaeetus-leucocephalus,3,0,3,0,3030,270,198
cradle-of-forestry-in-america-helmitheros-vermivorum,cradle-of-forestry-in-america,Worm-eating Warbler,Helmitheros vermivorum,helmitheros-vermivorum,2,2,2,0,2220,1578,472
cradle-of-forestry-in-america-hirundo-rustica,cradle-of-forestry-in-america,Barn Swallow,Hirundo rustica,hirundo-rustica,2,3,2,0,2320,1331,389
cradle-of-forestry-in-america-hylocichla-mustelina,cradle-of-forestry-in-america,Wood Thrush,Hylocichla mustelina,hylocichla-mustelina,5,5,5,0,5550,1455,420
cradle-of-forestry-in-america-icteria-virens,cradle-of-forestry-in-america,Yellow-breasted Chat,Icteria virens,icteria-virens,3,0,3,0,3030,1618,484
cradle-of-forestry-in-america-icterus-galbula,cradle-of-forestry-in-america,Baltimore Oriole,Icterus galbula,icterus-galbula,2,0,4,0,2040,1817,540
cradle-of-forestry-in-america-junco-hyemalis,cradle-of-forestry-in-america,Dark-eyed Junco,Junco hyemalis,junco-hyemalis,4,4,4,4,4444,1730,523
cradle-of-forestry-in-america-megascops-asio,cradle-of-forestry-in-america,Eastern Screech-Owl,Megascops asio,megascops-asio,2,2,2,2,2222,669,334
cradle-of-forestry-in-america-melanerpes-carolinus,cradle-of-forestry-in-america,Red-bellied Woodpecker,Melanerpes carolinus,melanerpes-carolinus,5,5,5,5,5555,953,355
cradle-of-forestry-in-america-meleagris-gallopavo,cradle-of-forestry-in-america,Wild Turkey,Meleagris gallopavo,meleagris-gallopavo,4,4,4,4,4444,110,215
cradle-of-forestry-in-america-melospiza-georgiana,cradle-of-forestry-in-america,Swamp Sparrow,Melospiza georgiana,melospiza-georgiana,2,0,2,2,2022,1724,519
cradle-of-forestry-in-america-melospiza-melodia,cradle-of-forestry-in-america,Song Sparrow,Melospiza melodia,melospiza-melodia,5,5,5,5,5555,1722,517
cradle-of-forestry-in-america-mimus-polyglottos,cradle-of-forestry-in-america,Northern Mockingbird,Mimus polyglottos,mimus-polyglottos,5,5,5,5,5555,1487,423
cradle-of-forestry-in-america-mniotilta-varia,cradle-of-forestry-in-america,Black-and-white Warbler,Mniotilta varia,mniotilta-varia,4,2,5,0,4250,1575,469
cradle-of-forestry-in-america-molothrus-ater,cradle-of-forestry-in-america,Brown-headed Cowbird,Molothrus ater,molothrus-ater,4,4,4,2,4442,1795,538
cradle-of-forestry-in-america-myiarchus-crinitus,cradle-of-forestry-in-america,Great Crested Flycatcher,Myiarchus crinitus,myiarchus-crinitus,4,4,4,0,4440,1169,375
cradle-of-forestry-in-america-geothlypis-formosa,cradle-of-forestry-in-america,Kentucky Warbler,Geothlypis formosa,geothlypis-formosa,2,2,2,0,2220,1583,477
cradle-of-forestry-in-america-pandion-haliaetus,cradle-of-forestry-in-america,Osprey,Pandion haliaetus,pandion-haliaetus,3,0,3,0,3030,2005,194
cradle-of-forestry-in-america-setophaga-americana,cradle-of-forestry-in-america,Northern Parula,Setophaga americana,setophaga-americana,4,4,5,0,4450,1543,449
cradle-of-forestry-in-america-passerculus-sandwichensis,cradle-of-forestry-in-america,Savannah Sparrow,Passerculus sandwichensis,passerculus-sandwichensis,3,0,3,3,3033,1715,508
cradle-of-forestry-in-america-passerella-iliaca,cradle-of-forestry-in-america,Fox Sparrow,Passerella iliaca,passerella-iliaca,3,0,0,3,3003,1721,516
cradle-of-forestry-in-america-passerina-cyanea,cradle-of-forestry-in-america,Indigo Bunting,Passerina cyanea,passerina-cyanea,4,5,5,0,4550,1765,493
cradle-of-forestry-in-america-pheucticus-ludovicianus,cradle-of-forestry-in-america,Rose-breasted Grosbeak,Pheucticus ludovicianus,pheucticus-ludovicianus,4,4,4,0,4440,1759,489
cradle-of-forestry-in-america-picoides-pubescens,cradle-of-forestry-in-america,Downy Woodpecker,Picoides pubescens,picoides-pubescens,5,5,5,5,5555,963,358
cradle-of-forestry-in-america-picoides-villosus,cradle-of-forestry-in-america,Hairy Woodpecker,Picoides villosus,picoides-villosus,2,2,2,2,2222,964,359
cradle-of-forestry-in-america-pipilo-erythrophthalmus,cradle-of-forestry-in-america,Eastern Towhee,Pipilo erythrophthalmus,pipilo-erythrophthalmus,4,4,4,4,4444,1689,498
cradle-of-forestry-in-america-piranga-olivacea,cradle-of-forestry-in-america,Scarlet Tanager,Piranga olivacea,piranga-olivacea,4,4,5,0,4450,1956,486
cradle-of-forestry-in-america-piranga-rubra,cradle-of-forestry-in-america,Summer Tanager,Piranga rubra,piranga-rubra,3,0,3,0,3030,1955,485
cradle-of-forestry-in-america-poecile-carolinensis,cradle-of-forestry-in-america,Carolina Chickadee,Poecile carolinensis,poecile-carolinensis,5,5,5,5,5555,1333,396
cradle-of-forestry-in-america-polioptila-caerulea,cradle-of-forestry-in-america,Blue-gray Gnatcatcher,Polioptila caerulea,polioptila-caerulea,4,4,2,0,4420,2010,411
cradle-of-forestry-in-america-quiscalus-quiscula,cradle-of-forestry-in-america,Common Grackle,Quiscalus quiscula,quiscalus-quiscula,5,5,3,0,5530,1786,536
cradle-of-forestry-in-america-regulus-calendula,cradle-of-forestry-in-america,Ruby-crowned Kinglet,Regulus calendula,regulus-calendula,4,0,4,4,4044,1403,410
cradle-of-forestry-in-america-regulus-satrapa,cradle-of-forestry-in-america,Golden-crowned Kinglet,Regulus satrapa,regulus-satrapa,4,0,4,4,4044,1402,409
cradle-of-forestry-in-america-sayornis-phoebe,cradle-of-forestry-in-america,Eastern Phoebe,Sayornis phoebe,sayornis-phoebe,4,4,4,2,4442,1154,371
cradle-of-forestry-in-america-seiurus-aurocapilla,cradle-of-forestry-in-america,Ovenbird,Seiurus aurocapilla,seiurus-aurocapilla,4,4,4,0,4440,1580,474
cradle-of-forestry-in-america-parkesia-noveboracensis,cradle-of-forestry-in-america,Northern Waterthrush,Parkesia noveboracensis,parkesia-noveboracensis,3,0,3,0,3030,1581,475
cradle-of-forestry-in-america-setophaga-ruticilla,cradle-of-forestry-in-america,American Redstart,Setophaga ruticilla,setophaga-ruticilla,2,2,5,0,2250,1576,470
cradle-of-forestry-in-america-sialia-sialis,cradle-of-forestry-in-america,Eastern Bluebird,Sialia sialis,sialia-sialis,2,2,2,3,2223,1428,413
cradle-of-forestry-in-america-sitta-canadensis,cradle-of-forestry-in-america,Red-breasted Nuthatch,Sitta canadensis,sitta-canadensis,3,0,3,3,3033,1347,398
cradle-of-forestry-in-america-sitta-carolinensis,cradle-of-forestry-in-america,White-breasted Nuthatch,Sitta carolinensis,sitta-carolinensis,4,4,4,4,4444,1348,399
cradle-of-forestry-in-america-sphyrapicus-varius,cradle-of-forestry-in-america,Yellow-bellied Sapsucker,Sphyrapicus varius,sphyrapicus-varius,2,3,2,2,2322,956,356
cradle-of-forestry-in-america-spizella-passerina,cradle-of-forestry-in-america,Chipping Sparrow,Spizella passerina,spizella-passerina,5,5,5,2,5552,1705,502
cradle-of-forestry-in-america-spizella-pusilla,cradle-of-forestry-in-america,Field Sparrow,Spizella pusilla,spizella-pusilla,2,2,2,2,2222,1707,504
cradle-of-forestry-in-america-stelgidopteryx-serripennis,cradle-of-forestry-in-america,Northern Rough-winged Swallow,Stelgidopteryx serripennis,stelgidopteryx-serripennis,4,4,3,0,4430,1326,385
cradle-of-forestry-in-america-strix-varia,cradle-of-forestry-in-america,Barred Owl,Strix varia,strix-varia,2,2,2,2,2222,696,338
cradle-of-forestry-in-america-sturnella-magna,cradle-of-forestry-in-america,Eastern Meadowlark,Sturnella magna,sturnella-magna,2,2,2,0,2220,1779,530
cradle-of-forestry-in-america-sturnus-vulgaris,cradle-of-forestry-in-america,European Starling,Sturnus vulgaris,sturnus-vulgaris,5,5,5,5,5555,1509,434
cradle-of-forestry-in-america-tachycineta-bicolor,cradle-of-forestry-in-america,Tree Swallow,Tachycineta bicolor,tachycineta-bicolor,3,0,3,0,3030,1318,384
cradle-of-forestry-in-america-thryothorus-ludovicianus,cradle-of-forestry-in-america,Carolina Wren,Thryothorus ludovicianus,thryothorus-ludovicianus,5,5,5,4,5554,1378,402
cradle-of-forestry-in-america-toxostoma-rufum,cradle-of-forestry-in-america,Brown Thrasher,Toxostoma rufum,toxostoma-rufum,4,4,4,4,4444,1492,425
cradle-of-forestry-in-america-troglodytes-aedon,cradle-of-forestry-in-america,House Wren,Troglodytes aedon,troglodytes-aedon,4,4,4,0,4440,1384,405
cradle-of-forestry-in-america-troglodytes-hiemalis,cradle-of-forestry-in-america,Winter Wren,Troglodytes hiemalis,troglodytes-hiemalis,2,0,2,2,2022,2066,406
cradle-of-forestry-in-america-turdus-migratorius,cradle-of-forestry-in-america,American Robin,Turdus migratorius,turdus-migratorius,5,5,5,4,5554,1472,421
cradle-of-forestry-in-america-oreothlypis-celata,cradle-of-forestry-in-america,Orange-crowned Warbler,Oreothlypis celata,oreothlypis-celata,3,0,0,0,3000,1536,447
cradle-of-forestry-in-america-vermivora-chrysoptera,cradle-of-forestry-in-america,Golden-winged Warbler,Vermivora chrysoptera,vermivora-chrysoptera,3,0,3,0,3030,1534,445
cradle-of-forestry-in-america-oreothlypis-peregrina,cradle-of-forestry-in-america,Tennessee Warbler,Oreothlypis peregrina,oreothlypis-peregrina,2,0,4,0,2040,1535,446
cradle-of-forestry-in-america-vermivora-cyanoptera,cradle-of-forestry-in-america,Blue-winged Warbler,Vermivora cyanoptera,vermivora-cyanoptera,3,0,3,0,3030,1533,444
cradle-of-forestry-in-america-oreothlypis-ruficapilla,cradle-of-forestry-in-america,Nashville Warbler,Oreothlypis ruficapilla,oreothlypis-ruficapilla,3,0,3,0,3030,1537,448
cradle-of-forestry-in-america-vireo-flavifrons,cradle-of-forestry-in-america,Yellow-throated Vireo,Vireo flavifrons,vireo-flavifrons,2,2,2,0,2220,1247,438
cradle-of-forestry-in-america-vireo-gilvus,cradle-of-forestry-in-america,Warbling Vireo,Vireo gilvus,vireo-gilvus,1,0,1,0,1010,1254,439
cradle-of-forestry-in-america-vireo-griseus,cradle-of-forestry-in-america,White-eyed Vireo,Vireo griseus,vireo-griseus,2,2,2,0,2220,1233,435
cradle-of-forestry-in-america-vireo-olivaceus,cradle-of-forestry-in-america,Red-eyed Vireo,Vireo olivaceus,vireo-olivaceus,5,5,5,0,5550,1257,441
cradle-of-forestry-in-america-vireo-philadelphicus,cradle-of-forestry-in-america,Philadelphia Vireo,Vireo philadelphicus,vireo-philadelphicus,1,0,2,0,1020,1256,440
cradle-of-forestry-in-america-vireo-solitarius,cradle-of-forestry-in-america,Blue-headed Vireo,Vireo solitarius,vireo-solitarius,2,2,2,0,2220,1250,437
cradle-of-forestry-in-america-cardellina-canadensis,cradle-of-forestry-in-america,Canada Warbler,Cardellina canadensis,cardellina-canadensis,2,2,2,0,2220,1602,483
cradle-of-forestry-in-america-setophaga-citrina,cradle-of-forestry-in-america,Hooded Warbler,Setophaga citrina,setophaga-citrina,4,4,2,0,4420,1600,481
cradle-of-forestry-in-america-cardellina-pusilla,cradle-of-forestry-in-america,Wilson's Warbler,Cardellina pusilla,cardellina-pusilla,1,0,1,0,1010,1601,482
cradle-of-forestry-in-america-zenaida-macroura,cradle-of-forestry-in-america,Mourning Dove,Zenaida macroura,zenaida-macroura,5,5,5,5,5555,556,322
cradle-of-forestry-in-america-zonotrichia-albicollis,cradle-of-forestry-in-america,White-throated Sparrow,Zonotrichia albicollis,zonotrichia-albicollis,5,0,4,5,5045,1726,520
falls-lake-tailrace-fishing-area-accipiter-cooperii,falls-lake-tailrace-fishing-area,Cooper's Hawk,Accipiter cooperii,accipiter-cooperii,2,0,2,2,2022,279,201
